gene	Sample_ID	compendium_version	drugs	rollup_cohort	Pathway_support_for_outlier
SCN3A	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
SFTPA1	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
SFTPA2	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
SFTPB	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
SFTPC	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
SIAH3	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
SLC6A15	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
SLPI	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
SNHG1	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
SNHG14	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
SNHG7	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
SNRPGP4	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
STAG3L1	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
STAG3L2	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
STAG3L3	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
STON1	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
STRADA	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
TBKBP1	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
TCTEX1D1	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
TLK2	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
TMEM161B-AS1	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
TMEM164	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
TNRC6A	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
TTC21B	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
TUBB2B	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
USPL1	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
VEZF1	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
VSIG10	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
WSB1	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
Y_RNA	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
ZBED5	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
ZBTB1	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
ZBTB43	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
ZDHHC17	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
ZNF300P1	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
ZNF397	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
ZNF580	TH34_1150_S02	v8		lowstringency_pd_outliers	NO_OVERLAPS_FOUND
ABHD6	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
AC005943.6	TH34_1162_S01	v7		lowstringency_pd_outliers	NO_PATHWAY_SUPPORT_RESULTS
ACACB	TH34_1162_S01	v7		lowstringency_pd_outliers	REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(11/478)
ACP5	TH34_1162_S01	v7		lowstringency_pd_outliers	KEGG_LYSOSOME(23/121)
ADGRG2	TH34_1162_S01	v7		lowstringency_pd_outliers	NO_PATHWAY_SUPPORT_RESULTS
ADPGK	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
ALG9	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
AP1B1	TH34_1162_S01	v7		lowstringency_pd_outliers	KEGG_LYSOSOME(23/121),REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION(9/91),REACTOME_ADAPTIVE_IMMUNE_SYSTEM(14/539),REACTOME_IMMUNE_SYSTEM(18/933),REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING(5/60),REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS(4/53),REACTOME_LYSOSOME_VESICLE_BIOGENESIS(3/23),REACTOME_MEMBRANE_TRAFFICKING(5/129)
AP2S1	TH34_1162_S01	v7		lowstringency_pd_outliers	REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION(9/91),REACTOME_ADAPTIVE_IMMUNE_SYSTEM(14/539),REACTOME_IMMUNE_SYSTEM(18/933),HALLMARK_UV_RESPONSE_UP(7/158),REACTOME_DEVELOPMENTAL_BIOLOGY(8/396),HALLMARK_PROTEIN_SECRETION(4/96),REACTOME_AXON_GUIDANCE(6/251)
AP4B1	TH34_1162_S01	v7		lowstringency_pd_outliers	KEGG_LYSOSOME(23/121),REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING(5/60),REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS(4/53),REACTOME_MEMBRANE_TRAFFICKING(5/129)
APOC1	TH34_1162_S01	v7		lowstringency_pd_outliers	HALLMARK_COMPLEMENT(10/200),HALLMARK_COAGULATION(5/138)
APOC4-APOC2	TH34_1162_S01	v7		lowstringency_pd_outliers	NO_PATHWAY_SUPPORT_RESULTS
ARAP1	TH34_1162_S01	v7		lowstringency_pd_outliers	REACTOME_SIGNALING_BY_RHO_GTPASES(4/113)
ARFRP1	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
ARHGAP17	TH34_1162_S01	v7		lowstringency_pd_outliers	REACTOME_SIGNALING_BY_RHO_GTPASES(4/113)
ARRB2	TH34_1162_S01	v7		lowstringency_pd_outliers	HALLMARK_UV_RESPONSE_UP(7/158),REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION(7/208),REACTOME_HEMOSTASIS(10/466)
ARTN	TH34_1162_S01	v7		lowstringency_pd_outliers	NABA_MATRISOME_ASSOCIATED(12/753),NABA_MATRISOME(14/1028),REACTOME_DEVELOPMENTAL_BIOLOGY(8/396),REACTOME_AXON_GUIDANCE(6/251)
ASAH1	TH34_1162_S01	v7		lowstringency_pd_outliers	KEGG_LYSOSOME(23/121),REACTOME_GLYCOSPHINGOLIPID_METABOLISM(5/38),REACTOME_SPHINGOLIPID_METABOLISM(6/69),REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(11/478),REACTOME_PHOSPHOLIPID_METABOLISM(7/198)
ASGR1	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
ATG16L2	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
ATP1A1	TH34_1162_S01	v7		lowstringency_pd_outliers	REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES(10/413),HALLMARK_PROTEIN_SECRETION(4/96),KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION(3/42)
ATP5E	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
BLVRB	TH34_1162_S01	v7		lowstringency_pd_outliers	BIOCARTA_IL10_PATHWAY(4/17),REACTOME_METABOLISM_OF_PORPHYRINS(2/14)
C1orf162	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
C1orf61	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
C2	TH34_1162_S01	v7		lowstringency_pd_outliers	HALLMARK_COMPLEMENT(10/200),REACTOME_IMMUNE_SYSTEM(18/933),HALLMARK_ALLOGRAFT_REJECTION(7/200),HALLMARK_COAGULATION(5/138),REACTOME_INNATE_IMMUNE_SYSTEM(6/279)
CCDC171	TH34_1162_S01	v7		lowstringency_pd_outliers	NO_PATHWAY_SUPPORT_RESULTS
CCK	TH34_1162_S01	v7		lowstringency_pd_outliers	HALLMARK_UV_RESPONSE_UP(7/158)
CD14	TH34_1162_S01	v7		lowstringency_pd_outliers	REACTOME_IMMUNE_SYSTEM(18/933),HALLMARK_INFLAMMATORY_RESPONSE(7/200),KEGG_HEMATOPOIETIC_CELL_LINEAGE(4/88),HALLMARK_APOPTOSIS(5/161),REACTOME_INNATE_IMMUNE_SYSTEM(6/279),REACTOME_TOLL_RECEPTOR_CASCADES(4/118)
CD163	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
CD37	TH34_1162_S01	v7		lowstringency_pd_outliers	HALLMARK_KRAS_SIGNALING_UP(10/200),KEGG_HEMATOPOIETIC_CELL_LINEAGE(4/88)
CD52	TH34_1162_S01	v7	ALEMTUZUMAB,Alemtuzumab,CAMPATH	lowstringency_pd_outliers	NA
CD53	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
CD68	TH34_1162_S01	v7		lowstringency_pd_outliers	KEGG_LYSOSOME(23/121)
CDH23	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
CDH24	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
CEACAM21	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
CEACAM6	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
CECR1	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
CES1	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
CFD	TH34_1162_S01	v7		lowstringency_pd_outliers	REACTOME_IMMUNE_SYSTEM(18/933),REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION(7/208),REACTOME_HEMOSTASIS(10/466),HALLMARK_COAGULATION(5/138),REACTOME_INNATE_IMMUNE_SYSTEM(6/279)
CMTM3	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
COG7	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
COL9A3	TH34_1162_S01	v7		lowstringency_pd_outliers	NABA_MATRISOME(14/1028),REACTOME_DEVELOPMENTAL_BIOLOGY(8/396),REACTOME_AXON_GUIDANCE(6/251)
CORO1A	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
CORO7	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
CREG1	TH34_1162_S01	v7		lowstringency_pd_outliers	HALLMARK_UV_RESPONSE_UP(7/158)
CSF1R	TH34_1162_S01	v7	PLX3397,GW-2580,PEXIDARTINIB,Imatinib,PLX-3397,IMATINIB	lowstringency_pd_outliers	KEGG_HEMATOPOIETIC_CELL_LINEAGE(4/88),BIOCARTA_CBL_PATHWAY(2/13)
CSF3R	TH34_1162_S01	v7		lowstringency_pd_outliers	HALLMARK_INFLAMMATORY_RESPONSE(7/200),KEGG_HEMATOPOIETIC_CELL_LINEAGE(4/88)
CSTB	TH34_1162_S01	v7		lowstringency_pd_outliers	NABA_ECM_REGULATORS(8/238),NABA_MATRISOME_ASSOCIATED(12/753),NABA_MATRISOME(14/1028)
CTC-575D19.1	TH34_1162_S01	v7		lowstringency_pd_outliers	NO_PATHWAY_SUPPORT_RESULTS
CTSA	TH34_1162_S01	v7		lowstringency_pd_outliers	KEGG_LYSOSOME(23/121),REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION(9/91),REACTOME_ADAPTIVE_IMMUNE_SYSTEM(14/539),REACTOME_IMMUNE_SYSTEM(18/933),REACTOME_GLYCOSPHINGOLIPID_METABOLISM(5/38),REACTOME_SPHINGOLIPID_METABOLISM(6/69),REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(11/478),NABA_ECM_REGULATORS(8/238),REACTOME_PHOSPHOLIPID_METABOLISM(7/198),NABA_MATRISOME_ASSOCIATED(12/753),NABA_MATRISOME(14/1028)
CTSB	TH34_1162_S01	v7		lowstringency_pd_outliers	KEGG_LYSOSOME(23/121),REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION(9/91),HALLMARK_COMPLEMENT(10/200),REACTOME_ADAPTIVE_IMMUNE_SYSTEM(14/539),REACTOME_IMMUNE_SYSTEM(18/933),KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION(6/89),NABA_ECM_REGULATORS(8/238),REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR(3/14),NABA_MATRISOME_ASSOCIATED(12/753),NABA_MATRISOME(14/1028),HALLMARK_COAGULATION(5/138),REACTOME_INNATE_IMMUNE_SYSTEM(6/279),REACTOME_TOLL_RECEPTOR_CASCADES(4/118)
CTSD	TH34_1162_S01	v7		lowstringency_pd_outliers	KEGG_LYSOSOME(23/121),REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION(9/91),HALLMARK_COMPLEMENT(10/200),REACTOME_ADAPTIVE_IMMUNE_SYSTEM(14/539),REACTOME_IMMUNE_SYSTEM(18/933),NABA_ECM_REGULATORS(8/238),HALLMARK_P53_PATHWAY(7/200),NABA_MATRISOME_ASSOCIATED(12/753),NABA_MATRISOME(14/1028)
CTSL	TH34_1162_S01	v7		lowstringency_pd_outliers	NABA_ECM_REGULATORS(8/238),NABA_MATRISOME_ASSOCIATED(12/753),NABA_MATRISOME(14/1028)
CTSS	TH34_1162_S01	v7		lowstringency_pd_outliers	KEGG_LYSOSOME(23/121),REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION(9/91),HALLMARK_COMPLEMENT(10/200),HALLMARK_KRAS_SIGNALING_UP(10/200),REACTOME_ADAPTIVE_IMMUNE_SYSTEM(14/539),REACTOME_IMMUNE_SYSTEM(18/933),KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION(6/89),NABA_ECM_REGULATORS(8/238),HALLMARK_ALLOGRAFT_REJECTION(7/200),REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR(3/14),NABA_MATRISOME_ASSOCIATED(12/753),NABA_MATRISOME(14/1028),REACTOME_INNATE_IMMUNE_SYSTEM(6/279),REACTOME_TOLL_RECEPTOR_CASCADES(4/118)
CTSZ	TH34_1162_S01	v7		lowstringency_pd_outliers	KEGG_LYSOSOME(23/121),REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING(5/60),NABA_ECM_REGULATORS(8/238),NABA_MATRISOME_ASSOCIATED(12/753),REACTOME_LYSOSOME_VESICLE_BIOGENESIS(3/23),NABA_MATRISOME(14/1028),REACTOME_MEMBRANE_TRAFFICKING(5/129)
CYP1B1	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
CYP26B1	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
CYP4F22	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
D2HGDH	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
DAPK1	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
DCHS2	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
DLG2	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
DUOX2	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
DUOXA2	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
FABP4	TH34_1162_S01	v7		lowstringency_pd_outliers	REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(11/478),REACTOME_DEVELOPMENTAL_BIOLOGY(8/396)
FAM118A	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
FAM156B	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
FAM65C	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
FAM96A	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
FANCA	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
FCER1G	TH34_1162_S01	v7		lowstringency_pd_outliers	HALLMARK_COMPLEMENT(10/200),HALLMARK_KRAS_SIGNALING_UP(10/200),REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION(7/208),REACTOME_HEMOSTASIS(10/466),KEGG_ASTHMA(3/30)
FCGRT	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
FEZF1-AS1	TH34_1162_S01	v7		lowstringency_pd_outliers	NO_PATHWAY_SUPPORT_RESULTS
FPR3	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
FREM1	TH34_1162_S01	v7		lowstringency_pd_outliers	NABA_MATRISOME_ASSOCIATED(12/753),NABA_MATRISOME(14/1028)
FRG2FP	TH34_1162_S01	v7		lowstringency_pd_outliers	NO_PATHWAY_SUPPORT_RESULTS
FTL	TH34_1162_S01	v7		lowstringency_pd_outliers	REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING(5/60),REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES(10/413),REACTOME_IRON_UPTAKE_AND_TRANSPORT(4/36),REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS(4/53),REACTOME_MEMBRANE_TRAFFICKING(5/129)
FUCA1	TH34_1162_S01	v7		lowstringency_pd_outliers	KEGG_LYSOSOME(23/121),HALLMARK_KRAS_SIGNALING_UP(10/200),HALLMARK_P53_PATHWAY(7/200),KEGG_OTHER_GLYCAN_DEGRADATION(3/16)
GLCE	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
GLG1	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
GLUL	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
GM2A	TH34_1162_S01	v7		lowstringency_pd_outliers	KEGG_LYSOSOME(23/121),REACTOME_GLYCOSPHINGOLIPID_METABOLISM(5/38),REACTOME_SPHINGOLIPID_METABOLISM(6/69),REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(11/478),HALLMARK_P53_PATHWAY(7/200),REACTOME_PHOSPHOLIPID_METABOLISM(7/198)
GMFG	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
GNG10	TH34_1162_S01	v7		lowstringency_pd_outliers	REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES(10/413),REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION(7/208),REACTOME_HEMOSTASIS(10/466)
GNPDA1	TH34_1162_S01	v7		lowstringency_pd_outliers	KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM(4/44)
GPNMB	TH34_1162_S01	v7		lowstringency_pd_outliers	HALLMARK_KRAS_SIGNALING_UP(10/200)
GPR108	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
GPX1	TH34_1162_S01	v7		lowstringency_pd_outliers	HALLMARK_APOPTOSIS(5/161)
GRN	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
GRP	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
HAP1	TH34_1162_S01	v7		lowstringency_pd_outliers	NA
HCST	TH34_1162_S01	v7		lowstringency_pd_outliers	REACTOME_ADAPTIVE_IMMUNE_SYSTEM(14/539),REACTOME_IMMUNE_SYSTEM(18/933)
