gene	Sample_ID	compendium_version	drugs	rollup_cohort	Pathway_support_for_outlier
ARTN	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
ASGR1	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
ASGR1	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
ASGR1	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
ASGR1	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
ASGR1	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
ATG16L2	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
ATG16L2	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
ATP1A1	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
ATP1A1	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
ATP1A1	TH34_1162_S01	v7		v11_TH03_TH34_rollup	NO_OVERLAPS_FOUND
ATP1A1	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
ATP1A1	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
C1orf61	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
C1orf61	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
C1orf61	TH34_1162_S01	v7		v11_TH03_TH34_rollup	NO_OVERLAPS_FOUND
C1orf61	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
C1orf61	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
C1orf61	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
CCDC14	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
CCDC14	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
CCDC171	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
CCDC171	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
CCDC171	TH34_1162_S01	v7		v11_TH03_TH34_rollup	NO_OVERLAPS_FOUND
CCDC171	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
CCDC171	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
CCDC171	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
CCK	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
CCK	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
CCK	TH34_1162_S01	v7		v11_TH03_TH34_rollup	NO_OVERLAPS_FOUND
CCK	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
CCK	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
CCK	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
CCNL2	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
CCNL2	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
CCNL2	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
CDH23	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
CDH23	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
CDH23	TH34_1162_S01	v7		v11_TH03_TH34_rollup	NO_OVERLAPS_FOUND
CDH23	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
CDH23	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
CDH23	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
CDH24	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
CDH24	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
CDH24	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
CEACAM21	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
CEACAM21	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
CEACAM21	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
CHKB	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
CHKB	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
CLEC11A	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
CLEC11A	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
COG7	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
COG7	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
COG7	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
CSAD	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
CSAD	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
CSAD	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
CTC-575D19.1	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
CTC-575D19.1	TH34_1162_S01	v7		v11_TH03_TH34_rollup	NO_OVERLAPS_FOUND
CTC-575D19.1	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
CTC-575D19.1	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
CYP26B1	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
CYP26B1	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
CYP4F22	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
CYP4F22	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
CYP4F22	TH34_1162_S01	v7		v11_TH03_TH34_rollup	NO_OVERLAPS_FOUND
CYP4F22	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
CYP4F22	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
CYP4F22	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
D2HGDH	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
D2HGDH	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
D2HGDH	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
DAPK1	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
DAPK1	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
DAPK1	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
DCHS2	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
DCHS2	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
DCHS2	TH34_1162_S01	v7		v11_TH03_TH34_rollup	NO_OVERLAPS_FOUND
DCHS2	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
DCHS2	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
DCHS2	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
DLG2	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
DLG2	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
DLG2	TH34_1162_S01	v7		v11_TH03_TH34_rollup	NO_OVERLAPS_FOUND
DLG2	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
DLG2	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
DUOX2	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
DUOX2	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
DUOX2	TH34_1162_S01	v7		v11_TH03_TH34_rollup	NO_OVERLAPS_FOUND
DUOX2	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
DUOX2	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
DUOX2	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
DUOXA2	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
DUOXA2	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
DUOXA2	TH34_1162_S01	v7		v11_TH03_TH34_rollup	NO_OVERLAPS_FOUND
DUOXA2	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
DUOXA2	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
DUOXA2	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
EGFLAM	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
EGFLAM	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
EPB41	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
EPB41	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
FAM118A	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
FAM118A	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
FAM118A	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
FAM118A	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
FAM156B	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
FAM156B	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
FAM156B	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
FAM19A5	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
FAM19A5	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
FAM65C	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
FAM65C	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
FAM65C	TH34_1162_S01	v7		v11_TH03_TH34_rollup	NO_OVERLAPS_FOUND
FAM65C	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
FAM65C	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
FAM65C	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
FCGRT	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
FCGRT	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
FCGRT	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
FCGRT	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
FCGRT	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
FEZF1-AS1	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
FEZF1-AS1	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
FEZF1-AS1	TH34_1162_S01	v7		v11_TH03_TH34_rollup	NO_OVERLAPS_FOUND
FEZF1-AS1	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
FEZF1-AS1	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
FEZF1-AS1	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
FLRT2	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
FLRT2	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
FREM1	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
FREM1	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
FREM1	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
FREM1	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
FREM1	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
FRG2FP	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
FRG2FP	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
FRG2FP	TH34_1162_S01	v7		v11_TH03_TH34_rollup	NO_OVERLAPS_FOUND
FRG2FP	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
FRG2FP	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
FRG2FP	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
FTL	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
FTL	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
FTL	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
FTL	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
GAS1	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
GAS1	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
GATA2	TH34_1162_S01	v7	bortezomib,fasudil,BORTEZOMIB,FASUDIL	v11_TCGA_rollup	NO_OVERLAPS_FOUND
GATA2	TH34_1162_S01	v7	bortezomib,fasudil,BORTEZOMIB,FASUDIL	v7_TCGA_rollup	NO_OVERLAPS_FOUND
GLCE	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
GLCE	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
GLCE	TH34_1162_S01	v7		v11_TH03_TH34_rollup	NO_OVERLAPS_FOUND
GLCE	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
GLCE	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
GLCE	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
GLG1	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
GLG1	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
GP1BB	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
GP1BB	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
GRP	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
GRP	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
GRP	TH34_1162_S01	v7		v11_TH03_TH34_rollup	NO_OVERLAPS_FOUND
GRP	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
GRP	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
GRP	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
GYG2	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
GYG2	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
HAP1	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
HAP1	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
HAP1	TH34_1162_S01	v7		v11_TH03_TH34_rollup	NO_OVERLAPS_FOUND
HAP1	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
HAP1	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
HAP1	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
HMCN1	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
HMCN1	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
HMCN1	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
HMCN1	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
HMOX1	TH34_1162_S01	v7	SUNITINIB,SORAFENIB	v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
HMOX1	TH34_1162_S01	v7	SUNITINIB,SORAFENIB	v11_TCGA_rollup	NO_OVERLAPS_FOUND
HMOX1	TH34_1162_S01	v7	SUNITINIB,SORAFENIB	v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
HMOX1	TH34_1162_S01	v7	SUNITINIB,SORAFENIB	v7_TCGA_rollup	NO_OVERLAPS_FOUND
HMOX1	TH34_1162_S01	v7	SUNITINIB,SORAFENIB	v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
HOXD10	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
HOXD10	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
HOXD10	TH34_1162_S01	v7		v11_TH03_TH34_rollup	NO_OVERLAPS_FOUND
HOXD10	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
HOXD10	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
HOXD10	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
HOXD11	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
HOXD11	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
HOXD11	TH34_1162_S01	v7		v11_TH03_TH34_rollup	NO_OVERLAPS_FOUND
HOXD11	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
HOXD11	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
HOXD11	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
HOXD9	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
HOXD9	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
HOXD9	TH34_1162_S01	v7		v11_TH03_TH34_rollup	NO_OVERLAPS_FOUND
HOXD9	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
HOXD9	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
IL24	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
IL24	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
IL24	TH34_1162_S01	v7		v11_TH03_TH34_rollup	NO_OVERLAPS_FOUND
IL24	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
IL24	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
IL24	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
IPO5	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
IPO5	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
ITM2A	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
ITM2A	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
JAK1	TH34_1162_S01	v7	RUXOLITINIB,Ruxolitinib,PEMBROLIZUMAB,ENZASTAURIN,INCB18424,AZD1480	v11_TCGA_rollup	NO_OVERLAPS_FOUND
JAK1	TH34_1162_S01	v7	RUXOLITINIB,Ruxolitinib,PEMBROLIZUMAB,ENZASTAURIN,INCB18424,AZD1480	v11_TH03_TH34_rollup	NO_OVERLAPS_FOUND
JAK1	TH34_1162_S01	v7	RUXOLITINIB,Ruxolitinib,PEMBROLIZUMAB,ENZASTAURIN,INCB18424,AZD1480	v7_TCGA_rollup	NO_OVERLAPS_FOUND
JAK1	TH34_1162_S01	v7	RUXOLITINIB,Ruxolitinib,PEMBROLIZUMAB,ENZASTAURIN,INCB18424,AZD1480	v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
KCNE3	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
KCNE3	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
KCNE3	TH34_1162_S01	v7		v11_TH03_TH34_rollup	NO_OVERLAPS_FOUND
KCNE3	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
KCNE3	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
KCNE3	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
KDSR	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
KDSR	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
KDSR	TH34_1162_S01	v7		v11_TH03_TH34_rollup	NO_OVERLAPS_FOUND
KDSR	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
KDSR	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
KDSR	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
KIAA1456	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
KIAA1456	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
KIAA1456	TH34_1162_S01	v7		v11_TH03_TH34_rollup	NO_OVERLAPS_FOUND
KIAA1456	TH34_1162_S01	v7		v7_PEDAYA_rollup	NO_OVERLAPS_FOUND
KIAA1456	TH34_1162_S01	v7		v7_TCGA_rollup	NO_OVERLAPS_FOUND
KIAA1456	TH34_1162_S01	v7		v7_TH03_TH34_rollup	NO_OVERLAPS_FOUND
KMO	TH34_1162_S01	v7		v11_PEDAYA_rollup	NO_OVERLAPS_FOUND
KMO	TH34_1162_S01	v7		v11_TCGA_rollup	NO_OVERLAPS_FOUND
